value,component_label
16.797954,1
2.481663,0
2.863240,0
17.310513,1
5.125732,0
1.188163,0
43.047477,1
2.804338,0
20.395440,1
6.549504,0
12.471301,1
47.968658,1
17.633015,1
89.224626,1
1.978954,0
0.835426,0
43.008416,1
76.014743,-1
62.333592,1
27.884282,1
14.902836,1
2.517457,0
28.358848,1
23.789109,1
5.919173,0
22.991012,1
2.372892,0
2.785298,0
2.797849,0
36.555738,1
1.210567,0
41.070970,1
344.501341,-1
10.900353,0
59.961458,1
48.698751,1
180.685358,-1
2.071065,0
11.000118,1
1.635295,0
47.945888,1
28.334308,1
11.767972,1
1.807573,0
12.287633,1
3.662070,0
5.100842,0
3.766552,0
20.123344,1
2.005381,0
5.155194,0
49.472957,1
3.009026,0
66.017165,1
4.345295,0
2.372900,0
3.066987,0
3.127618,0
19.059528,1
12.741444,1
8.421195,0
68.876305,1
14.048480,1
1.714843,0
6.771954,0
43.295401,1
24.640180,1
2.146839,0
4.663471,0
3.854567,0
2.257984,0
2.683655,0
29.809345,1
3.405592,0
5.862697,0
29.619798,1
1.793653,0
31.811769,1
2.366564,0
2.450354,0
0.945107,0
8.473153,1
67.631772,1
1.380670,0
6.695357,0
5.829511,0
394.565829,-1
5.798217,0
6.476542,0
12.335989,1
23.232793,1
49.428767,1
42.369994,1
25.348973,1
60.668884,1
4.617557,0
6.266396,0
2.397450,0
2.079526,0
19.654944,1
1.501158,0
11.348838,1
3.773640,0
14.534175,1
105.844817,1
28.768797,1
1.673478,0
183.226391,-1
13.827223,1
27.837565,1
5.515588,0
3.506083,0
2.674112,0
4.525650,0
1.220896,0
4.128163,0
1.500320,0
5.042876,0
2.223616,0
2.930388,0
35.412374,1
4.620150,0
6.259652,0
4.732323,0
45.862227,1
20.615198,1
0.978211,0
55.768968,1
4.584471,0
1.068251,0
26.474761,1
40.424938,1
4.833460,0
1.129048,0
2.391532,0
1.929561,0
47.929833,1
86.492972,1
35.373106,1
1.301393,0
18.283749,1
16.757985,1
73.734135,1
106.681356,-1
32.444812,1
22.425914,1
3.109480,0
1.976647,0
6.205426,0
131.039961,1
16.233000,1
18.248409,1
7.872305,0
23.490697,1
1.663739,0
15.197988,1
1.805449,0
58.615337,-1
3.058525,0
171.611783,1
0.859622,0
8.700299,0
1.502072,0
4.527333,0
139.235826,1
3.533055,0
15.033129,1
86.080897,1
5.020564,0
42.765062,1
3.271668,0
63.161698,1
3.611617,0
2.830663,0
1.810080,0
3.968892,0
2.327179,0
380.367090,-1
360.757938,1
23.891418,1
15.742929,1
3.514806,0
69.897049,-1
2.586722,0
25.474660,1
7.548350,0
34.741888,1
34.288559,1
67.861676,1
5.224559,0
3.504891,0
4.906660,0
45.257657,1
33.213504,1
22.624272,1
25.443028,1
2.236923,0
2.028783,0
2.617953,0
2.311912,0
21.579363,1
26.006945,1
3.209177,0
1.938211,0
29.159006,1
5.853683,0
4.473636,0
3.686588,0
4.452773,0
1.895754,0
25.873357,1
17.460988,1
6.031022,0
6.888818,1
72.956809,1
5.567956,0
5.286848,0
4.286597,0
105.911997,1
5.467621,0
25.610586,1
6.464067,0
2.336044,0
2.312562,0
3.330393,0
2.319162,0
2.855150,0
129.019802,1
3.220537,0
126.312838,1
17.327887,1
106.841005,1
25.858329,1
1.428631,0
204.495971,-1
24.879487,1
0.760076,0
2.742344,0
69.475371,1
17.224436,1
5.541239,0
12.380956,0
0.974237,0
8.188419,-1
22.342217,1
7.765929,0
24.645105,1
20.210403,1
40.453783,1
4.069598,0
4.899138,0
2.735023,0
1.666147,0
1.370241,0
30.801808,1
8.064479,0
6.454412,0
78.947707,1
34.460680,1
1.501137,0
4.229595,0
9.936588,1
316.049215,-1
295.427496,-1
15.782395,1
3.048530,0
3.240875,0
1.094780,0
3.257875,0
58.360721,1
33.129442,1
2.296080,0
4.082688,0
7.243170,0
21.513956,1
9.087970,1
2.118752,0
3.659802,0
27.554347,1
2.665477,0
5.813290,0
1.596007,0
1.092401,0
1.421002,0
78.681919,1
15.507466,1
31.024644,1
192.152284,-1
2.416186,0
4.929440,0
80.957073,1
3.920512,0
1.605139,0
51.645864,1
35.465122,1
2.341485,0
28.804067,1
1.401925,0
4.587762,0
23.839612,1
3.704556,0
46.343247,1
20.288416,1
1.485980,0
13.189608,0
82.024344,1
3.054005,0
2.399179,0
33.495746,1
28.748358,1
4.263682,1
4.826017,0
1.704066,0
8.547595,0
24.833290,1
1.103089,0
3.157025,0
0.485121,0
2.613133,0
1.793658,0
128.514384,1
2.213085,0
5.151501,0
9.151814,1
37.638015,1
24.200902,1
8.268520,0
1.585581,0
1.918773,0
4.127714,0
3.963024,0
1.894925,0
43.487406,1
57.063968,1
7.792833,0
2.029369,0
4.569725,0
1.477730,0
1.905156,0
1.088374,0
19.071933,1
3.607017,0
12.875802,1
115.668771,1
38.694055,1
11.103223,1
5.462455,0
1.168267,0
4.091454,0
1.952060,0
2.102508,0
5.176758,0
2.158183,0
4.460451,0
3.040616,0
3.517572,0
2.957636,1
276.206709,-1
19.691515,1
2.136711,0
11.283069,1
2.712784,0
4.710512,0
4.326593,0
82.443996,1
1.348231,0
1.642414,0
4.281028,0
2.708398,0
55.171189,1
51.552514,1
3.408868,0
1.764899,0
3.454967,0
3.054545,0
25.354200,1
30.335303,1
54.448620,1
7.238737,0
0.388773,0
47.969483,1
28.279277,1
10.384183,1
7.403425,0
4.371025,0
1.315498,0
2.435768,0
1.478674,0
9.097797,0
1.261440,0
31.737644,1
4.588139,0
33.754793,1
1.523554,0
4.166052,0
1.388464,0
12.646334,-1
1.945473,0
3.944820,0
3.596129,0
3.828734,0
2.656196,0
1.699014,0
1.785909,0
4.426978,0
6.221772,0
3.606902,0
301.186005,1
4.123197,1
1.250059,0
55.964671,1
178.804401,-1
63.708101,1
3.878763,0
8.571295,0
53.811138,1
22.822608,1
2.313281,0
11.741231,1
3.680293,0
18.145535,1
3.978214,0
3.586806,0
1.437009,0
38.828655,1
5.025061,0
41.950888,1
59.418837,1
167.148891,1
4.847448,0
54.196532,1
4.307944,0
128.192259,-1
3.910268,0
25.882643,1
2.885767,0
123.240578,1
36.043104,1
140.207450,-1
5.415052,0
7.656031,1
79.264023,1
1.552768,0
2.127941,0
77.080124,1
152.065311,-1
67.873994,1
2.222270,0
114.825366,-1
43.803777,1
1.618671,0
6.891579,0
51.649658,1
49.922327,1
2.055210,0
1.311914,0
4.501326,0
33.303101,1
20.846499,-1
2.011272,0
31.512894,1
15.438254,1
3.568412,0
6.597801,0
2.341000,0
3.803320,0
1.890102,0
305.878666,-1
1.881984,0
2.536058,0
3.233293,0
24.295605,1
7.839333,1
2.937423,0
3.664892,0
24.528676,1
6.670045,0
336.598104,-1
6.648795,0
4.191268,0
1.671712,0
19.687776,1
62.799903,1
20.017148,1
2.693426,0
3.100273,0
57.498925,1
324.470556,-1
64.301302,1
395.319163,-1
11.590950,1
2.575796,0
1.642918,0
6.307104,0
5.321445,0
2.665384,0
7.360004,1
86.892115,-1
53.465443,1
1.661284,0
230.758842,1
2.629178,0
8.130365,0
32.796731,1
1.248448,0
2.510344,0
1.306686,0
3.496350,0
8.042494,1
2.618088,0
1.586686,0
11.221861,1
89.793570,1
71.032127,-1
56.957208,1
23.356873,1
2.157202,0
2.444478,0
25.639188,1
1.023752,0
0.478187,0
0.884728,0
2.932419,0
69.367337,1
2.944037,0
243.436226,-1
5.893509,0
15.794477,1
4.316820,0
4.880888,0
3.580520,0
30.075024,1
73.514820,1
3.766010,0
3.369190,0
32.090312,1
1.632469,0
26.366641,1
47.645716,1
5.612632,0
33.096685,1
2.488713,0
1.031404,0
2.764635,0
15.806594,1
4.282362,0
2.377198,0
360.680163,-1
5.706785,0
9.360032,0
77.319726,1
3.166581,0
1.517450,0
4.242943,0
255.821792,-1
3.003779,0
122.973837,1
26.493337,1
3.268659,0
2.576748,0
2.343133,0
5.105879,0
5.414429,0
391.884962,-1
60.239495,1
2.816602,0
74.144134,1
69.045351,1
33.531814,1
2.055588,0
18.771432,1
1.045195,0
4.635660,0
40.105906,1
3.501363,0
26.978930,1
2.338478,0
11.525964,1
3.444130,0
2.881173,0
7.591469,0
4.253542,0
2.916535,0
1.915835,0
16.548506,1
1.659751,0
3.858803,0
1.202120,0
9.151073,1
1.943804,0
1.322895,0
78.130651,1
1.939883,0
3.036727,0
46.490539,1
80.652572,1
52.853841,1
2.009558,0
10.746343,0
13.444714,1
29.737313,1
27.111630,1
27.297689,1
2.799151,0
54.367642,1
2.920481,0
62.299235,-1
1.766421,0
21.120953,1
56.524399,1
119.064538,-1
1.982873,0
4.716137,0
48.722957,1
4.613486,0
4.286014,0
5.399209,0
28.665281,1
3.635838,0
13.850115,1
41.666578,1
47.160304,1
40.782680,1
70.670001,1
10.556624,-1
8.612800,1
3.213668,0
61.789190,1
8.378782,0
4.440024,0
3.454003,0
1.230876,0
33.794928,1
61.973843,1
1.204484,0
13.010755,1
46.149790,1
8.403886,0
3.582222,0
5.449903,0
45.210409,1
33.286031,1
22.123848,1
37.127372,1
2.295451,0
53.568724,1
61.657406,-1
22.500807,1
1.119505,0
3.145597,0
95.884722,1
1.032900,0
2.375529,0
1.213283,0
1.493299,0
127.486621,1
3.302288,0
9.774921,0
20.203957,1
67.078693,1
1.326145,0
4.201577,0
8.836007,0
4.071082,0
1.423834,0
3.015931,0
4.941301,0
12.792842,-1
4.218941,0
1.152041,0
9.324928,1
27.452954,1
1.089902,0
59.471462,1
32.423238,1
5.241014,0
2.626974,0
3.698623,0
29.741786,1
4.266664,0
102.385582,1
1.715306,0
2.541116,0
9.711335,0
5.043852,0
1.480384,0
96.772257,1
3.115769,0
38.662569,1
3.685346,0
20.362598,1
132.424411,1
84.647850,1
28.422406,1
2.837546,0
26.175568,1
7.012844,0
30.985382,1
40.100848,1
1.958646,0
4.451057,0
79.656383,1
54.250096,1
1.827462,0
1.336487,0
2.705310,0
6.937259,0
1.282840,0
67.364915,1
120.598429,1
7.084164,1
9.441893,0
1.036793,0
51.754512,1
23.489611,1
1.689593,0
3.921019,0
1.923399,0
16.092587,1
0.634875,0
1.589208,0
27.461475,1
398.590608,1
1.756281,0
227.097989,-1
138.817012,-1
1.305679,0
31.382718,1
2.909445,0
1.493271,0
7.661274,0
9.200675,1
31.546774,1
31.167895,1
3.257397,0
3.438662,0
6.592444,0
31.692650,1
48.202654,1
9.893812,0
315.042419,-1
2.267138,0
1.838866,0
2.974813,0
2.336345,0
6.779304,0
41.148861,1
6.665268,1
57.767724,1
2.281844,0
3.809181,1
2.258114,0
4.206276,0
3.865590,0
3.926170,0
3.453823,0
26.713672,1
2.638793,0
55.721166,1
13.610392,1
1.655117,0
2.047953,0
2.082198,0
26.834472,1
2.812877,0
1.347229,0
4.501390,0
2.599554,0
44.509994,1
33.626627,1
1.814674,0
71.847637,1
2.434180,0
12.303331,1
1.050912,0
5.774512,0
4.010710,0
3.826155,0
143.458477,1
1.452251,0
2.429965,0
2.662296,0
3.387049,0
31.983445,1
52.753032,1
1.471562,0
7.267920,0
2.514584,0
27.198179,1
2.549206,0
1.288150,0
291.946832,-1
3.864446,0
6.342876,0
3.868978,0
25.972004,1
12.354018,1
12.099886,1
5.992799,0
24.268646,1
14.832699,1
1.504656,0
17.205981,1
24.861685,1
30.680541,1
106.129268,1
2.341101,0
66.660572,1
1.333012,0
2.679218,0
2.173416,0
7.075959,0
4.734046,0
2.213049,0
45.266024,1
7.978375,0
41.982818,1
6.034491,0
3.065901,0
28.465809,1
108.558893,1
1.594071,0
3.079024,0
6.889239,0
3.037096,0
4.156408,0
2.677769,0
3.213615,0
22.839160,1
2.703450,0
97.356273,-1
325.205865,-1
4.650406,0
9.950509,1
96.862235,-1
83.889683,1
3.610848,0
2.039594,0
81.192634,1
18.283948,1
1.786333,0
5.998207,1
40.886084,1
0.746743,0
2.767249,0
21.384277,1
2.326988,0
1.258858,0
63.753374,1
3.176976,0
81.408744,1
2.993204,0
25.164800,1
24.630640,1
42.113969,1
0.799683,0
48.090598,1
3.700044,0
2.133600,0
35.815706,1
78.935342,1
13.765397,1
17.981997,1
1.843817,0
24.836051,1
4.471140,0
1.576466,0
2.123093,0
14.647483,1
65.412827,1
4.756702,0
0.920416,0
1.411443,0
115.620239,1
3.795203,0
11.127959,1
5.115039,0
1.885382,0
47.742612,1
7.522314,0
1.922945,0
1.356599,0
38.777980,1
19.628585,1
1.432509,0
35.360538,1
3.508802,0
2.362022,0
9.450322,0
14.194775,1
3.061015,0
1.748367,0
48.705851,1
20.299266,1
2.087513,0
12.730693,0
6.840234,0
3.755621,0
15.894891,1
5.447503,0
65.113140,1
5.129739,0
1.626369,0
3.755968,0
1.854020,0
3.482215,0
2.741095,0
5.642319,0
68.157537,1
22.039341,1
3.176670,0
9.346925,1
28.118368,1
17.194571,1
1.194967,0
39.162808,1
37.995642,1
7.778490,0
2.373900,0
2.578043,0
1.119244,0
2.074999,0
2.753197,0
47.972639,1
1.924406,0
32.497341,1
92.325007,1
1.532540,0
2.475874,0
1.896234,0
2.397882,0
2.458937,0
1.064053,0
207.988872,-1
2.181000,0
89.117035,1
5.231961,0
2.175232,0
23.373687,1
7.279836,1
26.120332,1
11.792352,0
13.899871,1
8.381924,0
1.511309,0
1.303980,0
1.326402,0
3.555960,0
20.057963,1
60.547796,1
4.447265,0
40.549854,1
5.196726,0
3.419334,0
20.224826,1
17.990074,1
18.789056,1
86.756691,1
89.237551,-1
54.179033,1
1.654769,0
1.974627,0
42.135300,1
0.658521,0
3.031689,0
9.080441,0
3.799981,0
0.786262,0
81.479204,1
20.381747,1
2.385458,0
43.188932,1
49.435836,1
19.560394,1
340.206021,-1
3.307380,0
5.206099,0
9.311157,1
5.102505,0
2.049052,0
112.927606,1
59.150002,1
4.544144,0
2.056961,0
1.683747,0
9.593688,1
7.383772,0
1.926689,0
1.579977,0
2.881314,0
50.046002,1
2.304743,0
1.547126,0
2.664786,0
40.786609,1
14.947148,1
95.841151,-1
3.874408,0
2.641569,0
151.913195,1
0.830872,0
2.079838,0
1.794731,0
51.483728,-1
3.465958,0
42.748735,1
46.375827,1
5.086025,0
17.151130,1
105.099298,1
1.937603,0
2.520678,0
4.271671,0
1.947826,0
2.712413,0
3.717922,0
5.232578,0
